PC-1,PC-2,PC-3,class
3814.2255390091345,4018.35483878337,1399.9416993936366,0
5347.041687844161,4622.901763495783,2032.5927491152618,0
6551.45503724571,5527.861322652183,2978.891620468701,0
5884.911367513887,4978.464750812525,2402.8657599666217,0
4284.673602051353,3292.279231559308,1004.004114446733,0
3965.9712578407834,2868.604836417531,58.51619936802152,0
4898.480453186213,3852.520929089248,-155.13579690172793,0
5631.146644307006,5052.330056848887,64.60038628920611,0
5732.017233114509,5835.140605836409,-63.9471493047046,0
5739.245691050465,4215.1719071497355,-369.7125697925045,0
6100.9051476875065,1187.4088441561257,-616.0561873145159,0
6302.870129148648,-38.34930087549741,-661.7993171802884,0
6175.73432587201,241.0140501120645,-833.3017454371362,0
6356.947443385154,366.21308181888054,-944.6975569299599,0
6534.5433333852125,-574.757459552574,-635.2477790653106,0
6694.071062855728,-1309.7636235637658,-344.0724791160943,0
6858.31450203187,-1516.3146073330647,-254.2528065485375,0
6853.974651005781,-1515.7687357922744,-191.74547408991924,0
7143.953217814892,-1920.5650025173732,-167.46922669068888,0
7355.769709325962,-3020.4207906598995,6.45060405194143,0
7385.214453495021,-4140.23172770228,49.401444346893356,0
7532.690953277808,-5746.373626348683,513.0415560930106,0
7811.170432421264,-6787.853363509717,909.4326238761145,0
8254.684366947766,-7416.985131413526,1222.988792953175,0
8249.75851302119,-7614.42800469101,1228.8001000082272,0
8192.424378770607,-8066.048866030476,1226.3225075180255,0
7385.818436207833,-7207.004810130568,1307.6427802063333,0
3872.2386371621205,-2171.6583200104506,198.36571957115896,0
1408.8958274646309,-36.24206721293583,145.1124992308859,0
3907.745966915584,-1130.6047270665686,470.63073647936335,0
3518.418639200979,302.18385265967913,375.79475105223963,0
451.0341642565421,2536.8485815368285,-211.422313897539,0
-2276.8617894961953,671.7552416156329,-96.3895640575404,15
-5278.627661773011,-691.8096316388198,238.73806335161927,15
-5477.3539552014,-402.384528663789,508.5234597770349,15
-5559.295041695269,-967.0371485277559,459.3286504003666,15
-6405.416707090754,-1772.6768798597302,613.8535165910623,15
-6478.685545448617,-2279.212187448867,194.9968349231943,15
-5000.702002492888,-1713.593545963696,81.64707246841395,15
-4079.8093318279475,103.65041471547578,-183.94250397968864,15
-6264.248310036545,-710.2707350086168,557.1486271057336,15
-6390.760193686599,1373.3492263734524,763.9001410434263,15
-6669.2579944600575,567.0608859549016,647.9440036424984,15
-6742.151166815353,992.8171306236679,712.3775883814793,15
-5979.483594234391,2122.0107667631733,901.104018571292,15
-5648.14890377022,2660.9832857546317,631.1458644004383,15
-5907.118834452876,2389.709828431826,518.9176550878071,15
-6679.06259088271,314.4799998988817,267.7841129120857,15
-7128.3618161969025,-246.13554271637307,225.72066066007275,15
-6246.085584251563,1123.6792448502772,342.69651819180706,15
-5744.062336732533,1654.3109540423125,132.64575969295683,15
-6121.6802073120525,1300.56198023042,447.65305719025326,15
-5725.617333758654,2176.664780353742,440.7439888927471,15
-5530.761085410976,2899.6562330275024,471.3464000079813,15
-4470.566271147643,3801.208167085517,680.7590468334539,15
-4962.794917637266,3000.1527833123505,548.5308040081519,15
-4400.853513441346,1463.0949997236796,418.6971088529401,0
945.9367718337,1760.9668288052542,-42.79056510025472,0
5839.995906588443,908.2671083261037,-475.68282766259244,11
5586.363708043781,2622.747245602091,-930.584846371551,11
5625.827961325083,2676.21524292533,-1008.3120952080834,11
6235.5654689425055,247.74014101081085,-717.2541454876515,11
6296.545780087877,-592.6049085626704,-576.5827303597775,11
6194.743523713507,390.1839851296723,-806.483339933667,11
6001.445054835347,1415.8903164822227,-992.3127843548745,11
5580.36901300446,2372.779953296463,-1131.3296747319762,11
5497.720229629649,3272.8717837010527,-963.0575024082228,11
5512.382946756943,2683.3625336152086,-996.1365373768431,11
5884.40798847157,1007.2228324000691,-903.538676219867,11
6218.444790480041,379.66268459780895,-805.1104337574064,11
6168.384046815198,941.9134725107958,-850.9517566913981,11
5730.660347122813,2215.6028357371024,-926.017348792288,11
5552.310319017359,4589.915508064636,-524.2662278532033,11
5312.360717030729,6585.705913300084,-441.49486876741054,11
4869.457460279306,9169.17589379607,-71.74176289637296,11
4034.4012702347936,10733.771125322197,-811.4138889553072,11
4251.159993802461,10641.745188973684,-783.2720179901575,11
4384.280289374197,10484.176701066446,-535.22680529355,11
3964.5350160535504,9970.031653470749,-112.45503491640237,11
3585.392353327329,6263.926423717655,98.93702201622706,0
4899.893758666484,535.5464895421737,1698.4877184717084,0
6413.722192860083,906.102163636455,749.2868904595023,0
6573.132254790986,-1363.6186907252445,464.8016927954852,0
6057.256858193478,-453.87795960215846,122.32381849600065,0
5489.43622960353,2424.5631137545665,-359.00720067777866,0
5341.945271198156,4268.629370253859,-222.16788970693256,0
5365.425385876392,4492.930067242578,-239.29890656008976,0
5433.556420865146,3730.683057273544,-314.31320039712665,0
5638.043563530988,1337.3068127800188,-365.5909516783752,0
6334.0752549934605,-974.275963361225,101.29208846737569,0
7059.188866279066,-3267.823514662478,481.0490677700673,0
6698.756037783426,-3464.055447926802,411.0173436562014,0
5827.835419151851,-2420.059785550049,164.1339761358703,0
6385.547961991956,12.28079568980676,154.29864147133986,0
6167.0302681293715,3492.2663579014616,-222.02343114714137,0
6070.818495964437,5475.651857967201,0.8758230302340005,0
5989.155282461742,6140.7402889644345,-9.956652811958566,0
5943.56308363974,6040.721210833075,-279.37783038380894,0
5627.3567688836065,3932.741246329508,-374.7049787676695,0
4791.212663060808,1325.2126548341407,-503.33823448999226,0
4794.862969246689,1096.1744296248685,-381.8816473223179,0
5244.714584115805,3866.7833220367465,-326.79592850349826,0
4337.13933898646,6887.3150947206,-389.3099073611388,0
3809.314012444451,8808.130690952406,-223.7296299710036,0
3365.969012946298,8387.442927412265,-304.0976539163008,0
3285.583128810983,6442.006126153856,-482.311426065587,0
4595.4371448362035,2364.3517937558813,-29.890624283406936,3
5184.03233959176,-779.0195329288297,181.72395679691732,3
5440.199380008619,-2152.694767489441,300.3341616808246,3
5530.588544867452,-1842.1071490105537,395.47175157129567,3
4921.898923477673,300.74667830588993,-91.69366291249489,3
4452.574318726695,2633.4004499925136,-519.4266177385339,3
4211.425188214973,4792.9997166753155,-470.20507153097543,3
4659.500889662978,3806.9556218988355,-298.24704606624806,3
4887.17294539486,1713.437165763095,-294.080781161904,3
4767.689503973141,1432.12151321753,-272.77505557506123,3
4729.210872373341,3122.771804268474,-358.39710350391437,3
4641.260030939022,4710.259956551474,-251.53501059213275,3
5100.522568414637,4164.85890439448,-207.8850857120971,3
5375.529007137526,2855.2091914627063,-20.52847144907946,3
5326.389971103356,4137.16034310528,3.1773910842829602,3
4278.608899526796,6735.3639841286395,42.50289666573698,3
3376.0931584700697,9417.073289720529,151.13740453883503,3
1653.6795180893182,7094.728033835519,-21.84008725779048,3
2388.7495235413976,3472.3874917511453,163.78709958258068,3
4436.136314460883,1366.92560410589,324.7021146598369,0
4351.906404106985,1769.1737003111484,96.4709724771163,0
4137.501810460093,4610.448215225948,-116.65289962433225,3
3679.328876167327,6181.477842970006,93.1477758963383,3
3071.40756341908,5905.303941758819,-58.122222818674224,3
2229.7466644988117,5116.817321748374,-57.42562940819552,0
828.5167552408407,4005.2522175079393,-363.4352580104712,0
1159.7627895171936,5435.023549751003,-484.94387162509634,0
4057.851788998643,5964.80780629819,-233.80421025686093,0
4198.448938053211,5323.8504587709485,-233.76727531711543,0
1939.4612501066501,4291.313659027435,-727.921772785422,0
-1047.9474762995524,2309.476403570104,-295.6640815751873,0
-3973.6896306663393,223.5579836345235,9.973100708119674,0
-4530.199092432032,-1226.6131514965296,330.644184682401,0
-2495.496988363818,-1002.3304045628821,846.2146020453173,0
-1839.907066735888,-271.4261681028976,821.4851333170768,0
-3335.173440919755,-1151.767543336375,381.5149352391148,0
-5579.964653529114,-1791.541994002836,235.28088823179723,0
-4469.945793710374,-58.87822866443051,542.9759077902174,0
-44.7618702852656,3173.9093558968702,1265.525233980508,0
4385.853668266284,6262.6674966696255,2609.7217374821007,0
5701.896215498336,6464.85656935655,2876.664678082493,0
4851.489250933288,5791.692536115068,2123.664077824516,0
3910.7077460158853,4712.307668586677,1319.5386486376017,0
4911.285752682848,4799.957988381379,1739.666508816185,0
6427.797105815352,5330.051250373149,2710.178579802848,0
6347.160379788427,5357.106357111817,2731.5759441054734,0
5039.367295774815,4554.890438820792,1465.021884618781,0
4044.7502082537876,4178.6900509389425,232.5136452665648,0
4417.95172629033,4510.1306150462315,-198.61795041314429,0
5301.413792403427,3758.407157380897,-105.86781133033699,0
5755.165056793223,2831.331390818697,-173.36159797632513,0
5887.335781829632,1655.4340586316835,-333.456480796986,0
6217.403267528265,315.16013766485105,-364.2660744863055,0
6779.570977336521,-1935.5770539009166,-164.67971829351683,0
7105.525140088107,-2886.5908798617925,145.17469507540088,0
6937.946732296526,-1519.2632874435126,-62.85668020071169,0
6474.55177038433,37.15214346164052,-246.39733753424446,0
6207.125294729591,1214.1451811170236,-581.9460860821431,0
6204.322610020275,2362.7232242436958,-598.5673990304239,0
6230.563834829873,1958.2528797278933,-665.4667145731311,0
6609.1250069773705,-10.987842546932567,-398.98724195978497,0
6902.176081209512,-2275.4330129091154,-84.00297052102113,0
7311.413695427825,-3582.6094508977462,233.9499395025566,0
7396.225703790101,-4297.237284639151,226.16956247711101,0
7482.34471293495,-5503.285955832934,667.3724677519206,0
7500.255956242899,-6733.7142323613525,1059.3819541225464,0
4659.588413617833,-3307.7306246841185,193.2077066335227,0
1288.4552167405768,116.75273042719277,85.30284136342026,0
3003.1900628156245,-979.2358862257043,437.72806618785285,0
1632.5984917520548,283.5321881426215,182.38925708850556,0
-1523.9139452272702,1867.88958820305,-174.3632685818697,0
-3314.49116775174,447.8474940655828,-170.11409957900563,15
-5187.627315792739,-518.3445899226231,51.16413745908445,15
-5770.383865125328,-1271.6177013856866,482.50352819742193,15
-5915.604841498219,-1279.1268902938336,500.0886936687841,15
-6191.760461058875,-1280.3885344510459,406.20196017339117,15
-5135.798687242295,-436.4355221341075,6.417937748882501,15
-1800.0960012888563,1048.549038072885,8.42938059613199,15
-1659.3235686387975,451.8367840401394,212.34057667887845,15
-6891.467741545734,-2323.436658268794,381.3836750202817,15
-6677.498700565248,56.75930387994508,667.6944002784113,15
-5145.6613626580765,2101.3216054412032,450.6047531565606,15
-6133.295070355156,-1217.8338692620441,-213.96558543934879,15
-6656.358737950043,-1646.551549161462,-276.14638711710256,15
-6630.542710979712,-635.8253462997088,-194.32762659778518,15
-6157.7433752278985,1200.355917139571,591.0947149118467,15
-4673.315497603214,3579.1153533262445,573.948115253492,15
-5394.596241312339,1435.7721191048918,594.2797707292133,15
-5754.703191543619,291.4446406932185,360.6725042967906,15
-5570.315000064242,537.7927275468926,88.87014958292063,15
-5594.325431287106,1126.516896003609,38.28349052182885,15
-5274.55291582095,3674.083439986037,499.700170022915,15
-4918.604159075201,3562.4152628118527,335.8977978458085,15
-5514.474096232004,2023.1667730485294,486.2622840826022,15
-4752.503254771207,3435.7901585938216,515.5892982620007,15
-3979.79565337033,3497.4236816967477,860.9478274749393,0
1035.136284246535,2544.616377374893,517.9581238559676,0
5984.776106088434,-160.61523567628427,-137.00374515498757,11
5712.616896255298,2105.912283638118,-941.1825467031986,11
5998.899284437059,1446.3573770503986,-945.2831297130479,11
6704.397761884027,-2546.47929858817,-147.6612880323049,11
7052.834296411076,-4234.6097441479715,190.2762564330189,11
7011.249845276003,-3967.0026583466333,72.06959373218338,11
6739.333935127389,-2878.2410480098883,-216.76644035171824,11
6313.538863482569,-619.5011266075513,-629.9509414016621,11
6005.1799142054815,1315.7438828386257,-945.769781702666,11
5904.550795669373,1219.0107328973413,-950.8322823723221,11
5993.163437337415,303.17143832981253,-806.3663125945756,11
6178.364622329797,184.86940466149522,-592.6629848546132,11
6270.254899201957,581.0775413502652,-778.9661692623952,11
5984.3447592781495,1760.5192627174704,-610.3726868296767,11
5685.641642668458,4916.57677644694,-404.50702283107285,11
5110.909125023837,6669.803676202402,-351.5643145195686,11
4802.154344840077,8464.985485716345,-136.2862020430823,11
4482.954889992219,10148.576209760004,-424.05575464580147,11
4414.535680898173,10189.375434921101,-412.89769525536815,11
4410.12097723099,10443.728611648143,-829.7762223945401,11
4096.410022401661,10149.630927637345,-389.1311295081813,11
3423.5190506248464,6377.143526912316,-150.36500358688846,0
3224.3145539458033,-53.231167969950775,894.8665328062895,0
4409.140060451195,1591.3015298741207,439.0490792594822,0
5167.949218475744,3711.981184884877,633.6583526786768,0
5026.409968276123,5235.9935892605745,536.8415933345238,0
5022.481247739393,5521.7630288080845,501.3097236477471,0
5111.039531188196,4867.720052857517,601.7955302177537,0
5324.497600898955,3974.253672894753,356.6429115358134,0
5286.823675566196,2770.3319007472937,410.4997643934297,0
5477.565571351778,1315.8221733022974,829.4758826647146,0
5706.241511755995,421.52862639015126,774.9916027047618,0
5659.847341881761,23.87055979419852,917.3847466247628,0
5492.132807311766,237.9351825328368,791.6321970819364,0
5544.940567536723,-14.697449921525173,602.8495164505898,0
5692.152522205044,-266.9554310317824,383.9874059804395,0
5496.575247015294,1375.2559296223972,35.02228249238674,0
5690.698895443135,2425.5676137659843,99.14726388877435,0
5653.2693203657345,2741.8306429416098,321.38865184726876,0
5252.264436819675,1966.588073869515,-0.6273194029299423,0
5240.163255138944,473.8582723776425,84.50934073049828,0
5394.237131240419,-350.5607765361954,205.23374728727143,0
5660.274091366406,-268.41986203917514,306.82292154691686,0
6057.5620654566665,831.8573225475609,3.6364928985481866,0
5766.23825631956,1584.7621126579297,-106.0915023139856,0
5789.371008168885,2555.5807459344355,7.066241077533504,0
5693.930922707875,3075.982936439639,41.39985516269771,0
5209.064522449717,2085.2316422958224,-75.85636445453525,0
4972.350548892457,3592.896083357331,80.29905930107385,3
5168.894393317502,2.5374887543368323,187.3318020514217,3
5388.459773571263,-1275.8737041259776,295.0145836689189,3
5390.941097621171,-345.61023984306297,252.76119209723092,3
4792.4275688311955,1298.922627141216,-84.61501383257574,3
4382.8645704955725,2735.875894972256,-466.1371272061223,3
4271.677940862364,2985.03956249763,-540.59890549472,3
4436.320476589318,2250.1756955716314,-516.9861404345932,3
4716.17636909873,432.01458334991923,-163.27494387096579,3
4722.230819996844,279.6766449984001,-159.1376961834362,3
4626.312499470013,1410.921947715165,-227.7597294955935,3
4446.62976145574,3603.9436416823037,-294.6024599128872,3
4483.735602261522,4063.8811113686265,-368.28951543578813,3
4809.171990827309,1544.057311285959,-140.29837310043771,3
5196.7430106448255,1009.8419730804326,-154.78939579691718,3
5328.117016957909,3009.089159775004,-149.64773686836384,3
3527.324280315248,5965.520668673514,-257.0209901402761,3
1126.395164809329,5124.67463104322,-259.0015665452235,3
3805.234000492093,2221.9935267924416,232.05543179685134,0
4324.991591705781,1912.2709035497628,204.679313072677,0
4045.5912159062964,4045.6945053233876,-89.04775887199192,3
4317.2705464004575,4191.044688578597,-172.00084492556218,3
4203.861538292627,3754.791329363419,-65.70274086182661,3
3636.8286785046284,3610.7627553315024,-94.7103913718664,3
3108.9646798476147,3035.1476125194927,-153.38604017139204,0
1742.5432531484612,3192.8476158713142,-214.50451012797222,0
2815.3760323191887,4152.134218897578,-445.8174017666933,0
3955.0376070340194,4709.25677170546,-555.1181932440237,0
4001.0668028355594,4347.320716766492,-610.7722168263872,12
4254.07261444057,3600.280836741681,-712.6366053790871,12
3845.3887635273527,4485.883842055177,-561.1311974183985,12
3544.5745752978955,5231.094399861085,-392.93248078541274,0
1773.1880544566511,4481.402776072525,-789.4022286566484,0
-1296.0018274806712,1404.156980816073,-704.7081474161361,0
-4358.73604563395,-233.13488870811068,-215.071399755472,0
-3718.0791384810773,932.2189767861339,574.9730535988024,0
-2149.6355319045865,24.271599175746754,847.2669569597396,0
-2468.0693522773995,-947.6262345035717,1016.0576368765155,0
-4068.9237709897848,-2268.181392567223,612.3175274612332,0
-6266.054816841685,-2719.876492825987,482.9801033873587,0
-4705.8888441960735,-323.50937520709743,644.3391186912442,0
-636.9464928104728,3051.590271507874,1293.1445785599326,0
3554.548554272497,5837.5107862094455,2345.85172993978,0
5801.385881994651,6223.671220117514,2952.9347001735314,0
5142.43670853094,5793.043940916433,2067.9662340811956,0
3962.200146782502,4851.172747464832,1261.9616640221966,0
4748.640446220352,4892.962686680896,1666.6893139114004,0
6342.01575822397,5428.353290916087,2759.5127319514977,0
6472.292056953705,5618.532270339539,2633.237328173821,0
5273.046705539951,4739.21201794483,1641.8687312356662,0
4076.5411078617763,3427.716829789972,345.4721058488636,0
4332.187843828649,3080.2019549002207,-284.9617518027411,0
5377.562562185448,2649.5434245711317,-224.33189749223527,0
6320.275338432097,513.7442260133878,129.80395666990685,0
7023.138369798476,-1405.3186489186871,459.0529242914957,0
7111.479982185912,-1614.0012516926672,393.33612749949486,0
6758.965799001797,-552.3475976834234,-144.57488800193093,0
6408.625109897668,780.0370616790768,-418.0669259431519,0
6081.7581005298,3812.7590823430255,-457.09640211754424,0
6010.073086634438,3973.9226323227485,-397.92379276525617,0
6061.640246008267,1305.4140875249966,-439.4464635450269,0
6195.12487896955,530.1190327684793,-515.5971806022676,0
6383.805983967986,341.9705169424267,-649.3790355856562,0
6901.285500439172,-1493.5120673361605,-219.61510851238123,0
7333.490754490053,-3883.4873082290724,478.50292494207196,0
7125.908297099155,-4962.815117499785,629.5464871837829,0
5248.264193034691,-3504.020212566952,539.523536306539,0
1864.5625763994806,-188.37300292469465,242.03708548610405,0
2106.033145221766,-781.6313285871764,490.78995871003923,0
-1354.3610979306736,-43.605086209758554,-56.85735276855037,0
-5443.8663152806885,-193.98831345393415,144.16879288706744,0
-5303.011391763913,556.230042534591,279.0610463006733,15
-4587.395224219293,764.7625634401141,245.55274360028514,15
-4948.384841533012,-261.2875279881823,187.93937623391056,15
-5393.475041577409,-1020.4024358589584,164.80487994327913,15
-4711.255648031968,-713.8181448483982,76.67404749348417,15
-3099.910555441647,922.7581698148847,284.53144407557073,15
-1689.2571817173848,2018.4772778462905,371.1935546346704,15
-3900.7385995661375,-993.9228212800914,-199.3555468761511,15
-8827.235159632704,-4715.356452226034,290.8680756989735,15
-7399.2132245155435,-1133.50697949593,458.95470818202466,15
-4064.6932796372207,3841.6094833991383,483.38724624688194,15
-1432.8506015401115,3492.706174390836,-912.6312780048329,15
-1664.0074887997746,1624.4627909354838,-1560.0660845207217,15
-3544.2669479246815,362.0394748407272,-1057.23439270624,15
-4227.478888124328,783.2019093324357,-613.1531892336905,15
-3026.4771456073,4948.725591278172,1141.3676019708898,15
1976.860612614219,10534.046387746144,2239.4883257569586,15
2790.5253767709078,8067.540261598462,2910.0522310837664,15
-1352.060056560769,3917.812335282221,718.3990758632951,15
-6202.954946932927,449.75737016495384,432.4839163593811,15
-6187.844458518225,1643.766424466065,619.2082935106864,15
-5841.665503807696,2457.3545716086933,553.3932335058499,15
-4973.363142830294,3706.6406154166716,989.0367041873434,15
-5121.839223867899,3217.0246048312088,481.62682704696095,15
-4932.436506367931,1528.2858441930264,690.2135113410714,0
157.65320024965806,-205.54956113576307,735.893514149985,0
6289.956231505411,-1977.4617026067522,347.48759025375796,11
6023.800242779675,516.7183303127182,-646.7162745978679,11
6243.250136963927,347.5134556479286,-763.093671977301,11
7173.070089807819,-4300.845037800643,436.6097145551484,11
7758.724639595621,-6422.024961054339,1123.0950581962738,11
7896.620899886424,-6859.993517729506,1221.3094490405122,11
7724.09568178336,-6549.186266132158,1105.7395384547192,11
7328.5844235307,-4969.12386672675,372.4082792105414,11
6570.281396050315,-2210.0561885548877,-264.95431349353703,11
5964.931525818533,-70.83028076134346,-818.8634114298552,11
5902.832270854002,120.42986213246661,-866.8310338803158,11
6102.694115408801,572.9618063375812,-875.7541006045506,11
6029.582149623906,1351.0692942422406,-1003.6373673406041,11
5928.904559388118,2952.4231148643244,-799.2969784128278,11
5243.46118944754,6490.186355639147,-422.7545795213234,11
4635.383979145979,9814.76670923722,-206.3188578254445,11
4467.3626166673785,10180.371542248304,-360.07289040754785,11
4326.373693585727,10393.862829604379,-454.71795899920096,11
4043.9689296222714,10355.445357727345,-539.1116648192565,11
4445.581337016813,10387.096484196942,-648.1711322165133,11
4171.529319821189,10181.31248340252,-405.06748273191886,11
3619.858781586118,6759.3134050130975,-48.93795973593478,0
2732.9582767989396,1243.702669026554,647.8722627383759,0
2912.5680179432306,2229.074639275688,145.42385826316385,0
3825.2328335840466,5614.562433751202,449.19529357936335,0
3554.9879095758333,8990.827139369598,449.4126543331048,0
3787.1734390421348,9449.65305771185,251.8795292348641,0
4084.30391932831,7353.585802527615,137.8403933822001,0
4733.461055363875,5108.890520880544,73.17375035076725,0
4865.276635305021,3996.5939165519603,63.338473140844094,0
5122.773721899327,3512.4535323478017,-34.52203263125366,0
5160.843934786476,2527.8995019235053,175.02406370141827,0
5004.279516986404,2595.007593857277,177.31425910388924,0
4701.759229766652,2290.6200056129646,186.7650516132691,0
4922.411759957486,1033.4455953101221,-175.38400741113526,0
6009.162941105348,-833.862444880522,-408.9175955888675,0
5625.82011232485,1520.0650722332734,-1007.3812252174878,0
5171.164389751781,4148.267054443941,-868.9187177864982,0
4978.865643072114,4219.4591490384355,-790.2562566890255,0
5218.264611369841,2244.218782541848,-990.0938998567591,0
5557.877148778489,-8.927733592667124,-829.8600896971692,0
5345.056310419674,-17.769899104041322,-585.0590331808505,0
5088.411263438351,1397.797206731525,-631.328396483767,0
5468.554866372604,2592.4827051157827,-547.61880787363,0
5653.539737512045,3537.2610451629394,-443.49423542422704,0
5550.447265762311,4905.522000037371,-406.6823635442606,0
4891.305064707301,6081.103483884704,-358.29214935242646,0
4078.2101190055405,6169.223763983938,-449.07803899228435,0
5126.190324776054,4314.898753905637,266.9927099357657,3
5093.93004862236,818.8550915347058,145.45503780862475,3
5336.237170114113,-489.97045782515397,239.95835934063643,3
4948.691216204465,545.5962698987801,124.46469883187653,3
4472.023627145076,1989.5336734670745,11.656773332636451,3
4308.549783141328,2787.794432145102,-374.28052954240457,3
4388.943571691894,2579.7094148667325,-565.4507425445872,3
4494.328826554103,2115.2908579979653,-512.8802714371035,3
4732.986149728091,751.8169754353232,-235.6939708440113,3
4686.983225745815,169.47012684938406,-289.84026447949975,3
4589.647466913256,295.54943379648716,-168.88068274962075,3
4412.560212267259,1512.7116944734928,-299.0948301902495,3
4456.994345158481,2375.1048778036748,-484.30478943490544,3
4886.1344872516065,878.6036826152706,-175.6253727992344,3
5275.693240730767,-82.54912991015514,93.96199968389783,3
5188.952249671615,1163.8848063408398,-174.63662317773327,3
3312.8397337321835,3330.978520753676,-420.51452251418846,3
1211.9179606986359,3537.3161064861465,-21.77925269756405,0
4133.099951089475,3233.9589783794468,356.0479249814615,0
4114.050515370336,4581.164150907304,234.96368288490805,3
3952.488994427888,4202.247830323545,-61.617304672703916,3
4445.8748181360415,2353.4026523942835,-109.47358183028231,3
4532.339699841606,1177.196607841656,-86.63973427517234,3
4337.548953100928,1056.09273340112,-56.90168504413565,3
3739.9825048644357,1426.5309032027121,-27.06835124187217,0
1678.7840088094,1968.8256889929314,-66.77478301210054,0
2114.853438345838,3618.4160129340976,-518.7706079509708,0
3926.792361612075,4386.963026845796,-455.53329236642907,0
3620.8059054745527,5285.331761531645,-638.5907474686825,12
3817.2058970939124,5310.014988720863,-637.2536446149427,12
3914.6398163839813,4967.120472628833,-645.637156920823,12
4370.730933584155,4063.438329593744,-655.6773646034777,12
4506.713448740464,3517.5649519110993,-563.9074254380781,12
4427.9472808069195,2699.466703133183,-804.7389174735766,12
3581.389351281074,2093.3420970846446,-831.3406836191649,0
475.7308712886545,2375.4730566834482,-973.0182696598121,0
-1435.5682012296386,1573.571732374502,-669.3277909372998,0
-3566.3432738998085,-475.9457356055599,-265.7189037389867,0
-4270.102764393369,-2308.428365223738,499.43478175068964,0
-3419.5315746856418,-2194.1575332946527,705.0445457920106,0
-2740.9924835198653,-1650.3903999220204,805.1950651570883,0
-3360.351244355978,-1428.1823034770978,599.8151091429505,0
-4904.418966568491,-748.1633925149063,429.20327180720983,0
-3147.814252703432,1481.4486485668358,684.5983738282181,0
896.1262820499397,4121.462635738103,1477.4328376654535,0
4590.838895119985,6247.01737281725,2768.401658897181,0
5448.362854090092,6368.689760385956,2826.2934794041034,0
4623.061346060785,5300.5184147415575,1933.4048590552231,0
3795.2706547304365,4430.206286325886,1280.5181519742723,0
4598.633912340146,4684.493164471983,1857.1050137817508,0
6143.684145616837,5364.049956231211,2899.5438154784865,0
6165.909907070438,5344.008403144954,2769.583772998419,0
5062.027262385742,4457.13481814893,1601.4404154841434,0
4189.0244894060625,2145.1723879294705,394.63491161495074,0
5037.05973527722,645.5932387403328,173.899501161657,0
6254.1272817503295,-148.6066516694255,356.6170278623204,0
6702.995317622976,-569.1628572349874,398.8353978017709,0
6580.09206532045,260.42210766216255,234.70592236661514,0
6097.441343987224,4201.8295029836345,99.82435028295285,0
5976.915516353689,5288.093240596072,-112.94525677018677,0
6064.1452443851795,1732.190647738978,-164.69416578885227,0
6082.543384101975,31.01202545990402,-181.3036968102424,0
6270.432976111713,86.3278125889016,-556.9217141318468,0
6653.232798102747,-870.1488758026461,-289.9213454703374,0
6970.558902419094,-2375.4967502621357,210.841576368442,0
6630.4079549867365,-3487.757780697389,262.6464755092224,0
5348.457781718214,-2201.013540756114,501.89577093708874,0
3337.469554993847,240.39398265553893,394.23463656487945,0
3030.5362373746602,-166.23844075850127,511.6283955810518,0
-1137.1535176531963,1114.5654242293338,-175.98427035802968,0
-4408.975253616946,500.47942015266744,-67.82151886822811,0
-5867.586795279971,-560.0107404600519,244.97479001499167,15
